dataset,end-date,entity,entry-date,geojson,geometry,name,organisation-entity,point,prefix,reference,start-date,typology,document-url,documentation-url,notes,organisation,wikidata,wikipedia
battlefield,,1400000,2022-09-12,,"MULTIPOLYGON (((-1.677837 53.762206,-1.677863 53.762208,-1.677913 53.762196,-1.678172 53.762083,-1.678288 53.761999,-1.679515 53.761232,-1.679708 53.761091,-1.680165 53.761035,-1.681100 53.761183,-1.681402 53.761215,-1.681866 53.761291,-1.682250 53.761341,-1.682757 53.761019,-1.682648 53.760924,-1.682537 53.760811,-1.681879 53.760065,-1.682820 53.759958,-1.682892 53.759942,-1.682870 53.759874,-1.683037 53.759855,-1.683054 53.759907,-1.683175 53.759893,-1.683099 53.759662,-1.683670 53.759596,-1.683779 53.759592,-1.683852 53.759614,-1.683967 53.759711,-1.684010 53.759717,-1.684033 53.759711,-1.684099 53.759656,-1.684414 53.759432,-1.684359 53.759404,-1.684483 53.759318,-1.684539 53.759346,-1.684552 53.759333,-1.684558 53.759311,-1.684544 53.759287,-1.684473 53.759247,-1.684740 53.759058,-1.684757 53.759067,-1.685265 53.758705,-1.685207 53.758674,-1.685076 53.758629,-1.684888 53.758578,-1.685191 53.758166,-1.684191 53.757911,-1.684337 53.757717,-1.684475 53.757500,-1.685785 53.757876,-1.685911 53.757733,-1.685928 53.757681,-1.685942 53.757682,-1.686092 53.757232,-1.687062 53.757333,-1.687077 53.757322,-1.687217 53.757337,-1.687271 53.757358,-1.687451 53.757157,-1.687656 53.756911,-1.688075 53.756454,-1.688275 53.756247,-1.688206 53.756230,-1.688212 53.756225,-1.688155 53.756205,-1.688149 53.756210,-1.687853 53.756096,-1.686910 53.755685,-1.686900 53.755669,-1.686833 53.755730,-1.686722 53.755687,-1.685466 53.755596,-1.684610 53.755721,-1.684041 53.755726,-1.683707 53.754927,-1.683715 53.754923,-1.683702 53.754890,-1.683645 53.754800,-1.683415 53.754516,-1.683364 53.754261,-1.683363 53.754198,-1.683368 53.754142,-1.683440 53.754020,-1.683410 53.754011,-1.683314 53.754030,-1.682257 53.754261,-1.680727 53.753844,-1.680758 53.753792,-1.680737 53.753762,-1.680464 53.753698,-1.680473 53.753682,-1.680242 53.753604,-1.680204 53.753576,-1.680103 53.753626,-1.679986 53.753561,-1.679428 53.753217,-1.678566 53.752655,-1.678268 53.752448,-1.678129 53.752379,-1.678018 53.752326,-1.677891 53.752282,-1.677122 53.752052,-1.676963 53.752011,-1.674383 53.752802,-1.675033 53.753078,-1.675171 53.753147,-1.675420 53.753298,-1.675352 53.753338,-1.675219 53.753667,-1.675013 53.753638,-1.674773 53.753593,-1.673948 53.753408,-1.673972 53.753377,-1.673886 53.753371,-1.673837 53.753340,-1.673838 53.753327,-1.673859 53.753304,-1.672462 53.753740,-1.671300 53.754119,-1.671228 53.754037,-1.670935 53.754129,-1.669544 53.754524,-1.669439 53.754406,-1.669394 53.754366,-1.669366 53.754374,-1.669367 53.754405,-1.669352 53.754411,-1.669367 53.754433,-1.669137 53.754611,-1.668681 53.754996,-1.669208 53.755525,-1.669046 53.755539,-1.667644 53.755553,-1.667143 53.755567,-1.667089 53.755560,-1.666768 53.755864,-1.667352 53.756044,-1.667901 53.756246,-1.667523 53.756614,-1.667232 53.756823,-1.667459 53.756929,-1.667772 53.757050,-1.667694 53.757150,-1.667654 53.757192,-1.667630 53.757190,-1.667415 53.757436,-1.667981 53.757667,-1.668435 53.757894,-1.668685 53.758023,-1.669374 53.758402,-1.669778 53.758651,-1.669792 53.758647,-1.669947 53.758737,-1.670459 53.758378,-1.670581 53.758470,-1.670623 53.758546,-1.670672 53.758685,-1.670710 53.758896,-1.670721 53.759047,-1.670719 53.759403,-1.670679 53.759634,-1.670418 53.759732,-1.670623 53.759935,-1.670874 53.760210,-1.671164 53.760506,-1.671694 53.761023,-1.671698 53.761039,-1.671862 53.761249,-1.672091 53.761530,-1.673840 53.761279,-1.673836 53.761476,-1.676690 53.761827,-1.676898 53.762018,-1.676995 53.762070,-1.677086 53.762104,-1.677367 53.762171,-1.677837 53.762206)),((-1.663933 53.753595,-1.664137 53.753753,-1.664793 53.754299,-1.665199 53.754668,-1.665959 53.755325,-1.666031 53.755356,-1.666103 53.755354,-1.666155 53.755341,-1.666758 53.755113,-1.666831 53.755074,-1.666843 53.755061,-1.666845 53.755038,-1.666767 53.754983,-1.666738 53.754953,-1.666657 53.754585,-1.666588 53.754392,-1.666591 53.754326,-1.666625 53.754251,-1.666652 53.754136,-1.666656 53.754069,-1.666642 53.753947,-1.666728 53.753898,-1.667538 53.753667,-1.667182 53.753471,-1.666804 53.753291,-1.666669 53.753238,-1.666383 53.753188,-1.666254 53.753038,-1.666194 53.752908,-1.666113 53.752798,-1.666001 53.752699,-1.665958 53.752679,-1.665922 53.752530,-1.665949 53.752518,-1.666017 53.752461,-1.666029 53.752424,-1.666534 53.752062,-1.666583 53.752043,-1.666803 53.751884,-1.667335 53.751464,-1.667363 53.751436,-1.667386 53.751389,-1.667422 53.751171,-1.667453 53.751059,-1.667516 53.751003,-1.667872 53.750834,-1.667907 53.750795,-1.667910 53.750740,-1.667584 53.750498,-1.666954 53.750056,-1.666108 53.749579,-1.665394 53.749066,-1.665356 53.749051,-1.665080 53.749041,-1.662409 53.750471,-1.661517 53.750938,-1.661522 53.750964,-1.661456 53.750996,-1.661409 53.750997,-1.661383 53.751008,-1.660740 53.751348,-1.660718 53.751371,-1.660721 53.751407,-1.660547 53.751471,-1.660473 53.751486,-1.659185 53.752166,-1.658196 53.752700,-1.658234 53.752725,-1.658846 53.752567,-1.661836 53.752176,-1.662725 53.752775,-1.663108 53.752576,-1.663273 53.752686,-1.663411 53.752613,-1.663485 53.752661,-1.663392 53.752711,-1.663621 53.752866,-1.663182 53.753084,-1.663933 53.753595)))",Battle of Adwalton Moor 1643,600001,POINT (-1.675013 53.756361),battlefield,1000000,1995-06-06,geography,https://historicengland.org.uk/content/docs/listing/battlefields/adwalton-moor/,https://historicengland.org.uk/listing/the-list/list-entry/1000000,,,Q2475657,Battle_of_Adwalton_Moor
battlefield,,1400001,2025-02-12,,"MULTIPOLYGON (((-0.207269 51.668640,-0.207771 51.668662,-0.211118 51.666999,-0.211000 51.666857,-0.210538 51.666338,-0.210476 51.666277,-0.209705 51.665382,-0.209013 51.664427,-0.208667 51.663973,-0.208294 51.663439,-0.207298 51.662061,-0.205842 51.660072,-0.205322 51.660147,-0.204482 51.660253,-0.204373 51.660248,-0.202915 51.660300,-0.202401 51.660297,-0.202421 51.659786,-0.201329 51.659719,-0.201398 51.659452,-0.201324 51.659433,-0.201360 51.659345,-0.201393 51.659232,-0.201484 51.658700,-0.200850 51.658668,-0.200927 51.658528,-0.200340 51.658389,-0.199632 51.658141,-0.199496 51.658172,-0.199415 51.658254,-0.199366 51.658237,-0.199291 51.658314,-0.199289 51.658325,-0.199168 51.658467,-0.198390 51.658079,-0.198259 51.658004,-0.197098 51.656383,-0.196859 51.656075,-0.196526 51.655589,-0.196308 51.655309,-0.195962 51.654830,-0.194978 51.655068,-0.194865 51.655070,-0.194622 51.655048,-0.194401 51.655047,-0.194044 51.655110,-0.193876 51.655116,-0.193464 51.655192,-0.193338 51.655227,-0.193218 51.655249,-0.192567 51.655334,-0.192471 51.655337,-0.192060 51.655294,-0.191776 51.655218,-0.191762 51.655272,-0.191815 51.655362,-0.191836 51.655521,-0.191896 51.655611,-0.191974 51.655690,-0.192026 51.655800,-0.192109 51.655853,-0.192133 51.655980,-0.192263 51.656233,-0.192315 51.656281,-0.192365 51.656342,-0.192542 51.656574,-0.192580 51.656645,-0.192640 51.656713,-0.192704 51.656758,-0.192699 51.656785,-0.192783 51.656834,-0.192856 51.657003,-0.192884 51.657098,-0.192928 51.657183,-0.192931 51.657252,-0.193028 51.657513,-0.193042 51.657700,-0.193070 51.657839,-0.193126 51.657917,-0.193152 51.658080,-0.193164 51.658267,-0.193064 51.658298,-0.193004 51.658329,-0.193028 51.658625,-0.193050 51.658796,-0.193083 51.658923,-0.193122 51.659132,-0.193213 51.659409,-0.193310 51.659625,-0.193313 51.659695,-0.193376 51.659838,-0.193410 51.660129,-0.193445 51.660285,-0.193495 51.660478,-0.193521 51.660494,-0.193588 51.660742,-0.193529 51.660855,-0.193450 51.660979,-0.193176 51.661108,-0.192952 51.661441,-0.192809 51.661562,-0.192653 51.661633,-0.192649 51.661724,-0.192665 51.661790,-0.192690 51.661836,-0.192803 51.661892,-0.192853 51.661905,-0.193038 51.661903,-0.193022 51.662054,-0.193012 51.662097,-0.192990 51.662123,-0.191805 51.662415,-0.191865 51.662552,-0.191960 51.662699,-0.192003 51.662782,-0.192097 51.662900,-0.190971 51.663374,-0.190924 51.663377,-0.190953 51.663608,-0.191011 51.663777,-0.191034 51.663813,-0.191058 51.663827,-0.191090 51.663914,-0.191243 51.664099,-0.191356 51.664216,-0.191589 51.664377,-0.191800 51.664486,-0.192052 51.664587,-0.192336 51.664687,-0.192610 51.664749,-0.193601 51.664934,-0.194064 51.665019,-0.195685 51.665290,-0.196691 51.665489,-0.196069 51.666356,-0.196666 51.666372,-0.196725 51.666390,-0.197095 51.666419,-0.197372 51.666458,-0.197638 51.666474,-0.197745 51.666505,-0.197929 51.666579,-0.197966 51.666845,-0.199010 51.666986,-0.198896 51.667517,-0.198885 51.667731,-0.198888 51.667885,-0.198953 51.668176,-0.202183 51.667773,-0.202905 51.668012,-0.203158 51.668070,-0.203347 51.668183,-0.204060 51.668348,-0.204496 51.668431,-0.205906 51.668625,-0.206957 51.668627,-0.207269 51.668640)))",Battle of Barnet 1471,16,POINT (-0.200299 51.662814),battlefield,1000001,1995-06-06,geography,https://historicengland.org.uk/content/docs/listing/battlefields/barnet/,https://historicengland.org.uk/listing/the-list/list-entry/1000001,,,Q1428169,Battle_of_Barnet
battlefield,,1400002,2025-02-12,,"MULTIPOLYGON (((-2.415877 52.910245,-2.414642 52.912082,-2.414643 52.912231,-2.414677 52.912944,-2.414671 52.913316,-2.414435 52.913601,-2.415137 52.914037,-2.417436 52.916987,-2.417484 52.917012,-2.423154 52.918359,-2.423210 52.918391,-2.423381 52.918429,-2.425557 52.918997,-2.425789 52.919067,-2.426413 52.919221,-2.427279 52.919453,-2.429700 52.918159,-2.434671 52.917793,-2.439277 52.916997,-2.440732 52.916212,-2.440041 52.914221,-2.438988 52.912933,-2.436490 52.911622,-2.432413 52.910494,-2.432117 52.910455,-2.431845 52.910399,-2.431222 52.910219,-2.430554 52.909964,-2.430542 52.909987,-2.430426 52.909986,-2.430318 52.909908,-2.430317 52.909844,-2.430360 52.909822,-2.425552 52.909212,-2.424812 52.909019,-2.423059 52.908707,-2.422357 52.908567,-2.421834 52.908489,-2.419922 52.908104,-2.419495 52.908028,-2.419267 52.907999,-2.418952 52.908466,-2.418686 52.908817,-2.418717 52.908827,-2.418640 52.908990,-2.418577 52.909071,-2.418492 52.909205,-2.418083 52.909141,-2.417918 52.909101,-2.417653 52.909018,-2.417531 52.908959,-2.417166 52.908756,-2.416976 52.908985,-2.415877 52.910245)))",Battle of Blore Heath 1459,16,POINT (-2.426688 52.913834),battlefield,1000002,1995-06-06,geography,https://historicengland.org.uk/content/docs/listing/battlefields/blore-heath/,https://historicengland.org.uk/listing/the-list/list-entry/1000002,,,Q581401,Battle_of_Blore_Heath
battlefield,,1400003,2025-02-12,,"MULTIPOLYGON (((-1.385527 54.101390,-1.385757 54.101541,-1.386253 54.101990,-1.386787 54.101767,-1.387089 54.101615,-1.387266 54.101509,-1.387909 54.101277,-1.387942 54.101285,-1.387982 54.101271,-1.387991 54.101253,-1.388721 54.101029,-1.389077 54.100940,-1.389827 54.100958,-1.390263 54.100857,-1.391162 54.100684,-1.391481 54.100633,-1.391334 54.100111,-1.392030 54.099974,-1.392027 54.099954,-1.392352 54.099899,-1.392361 54.099909,-1.393508 54.099751,-1.395453 54.099555,-1.396209 54.099501,-1.396279 54.099402,-1.396426 54.099109,-1.396520 54.098882,-1.396693 54.098824,-1.396839 54.098823,-1.396942 54.098793,-1.397251 54.098787,-1.397723 54.098729,-1.398080 54.098708,-1.398039 54.098618,-1.397991 54.098589,-1.397968 54.098550,-1.397968 54.098527,-1.397991 54.098508,-1.399282 54.098484,-1.399394 54.098464,-1.399447 54.098437,-1.398714 54.098080,-1.398171 54.097677,-1.398058 54.097531,-1.398027 54.097403,-1.397993 54.097354,-1.397871 54.097333,-1.397555 54.097313,-1.395999 54.097182,-1.395585 54.097169,-1.395365 54.097173,-1.394979 54.097211,-1.394785 54.097236,-1.394528 54.097288,-1.394296 54.097351,-1.394135 54.097420,-1.393939 54.097478,-1.393520 54.097574,-1.393285 54.097639,-1.393194 54.097693,-1.392927 54.097785,-1.392726 54.097864,-1.392662 54.097898,-1.392620 54.097905,-1.392272 54.098086,-1.392174 54.098119,-1.392028 54.098205,-1.391970 54.098258,-1.391919 54.098264,-1.391897 54.098237,-1.391871 54.098135,-1.391762 54.097938,-1.391739 54.097926,-1.391749 54.097879,-1.391749 54.097829,-1.391739 54.097759,-1.391705 54.097661,-1.391270 54.096649,-1.390826 54.096755,-1.390310 54.096864,-1.384808 54.097926,-1.385527 54.101390)))",Battle of Boroughbridge 1322,16,POINT (-1.390625 54.09895),battlefield,1000003,1995-06-06,geography,https://historicengland.org.uk/content/docs/listing/battlefields/boroughbridge/,https://historicengland.org.uk/listing/the-list/list-entry/1000003,,,Q2657536,Battle_of_Boroughbridge
battlefield,,1400004,2022-09-12,,"MULTIPOLYGON (((-1.460148 52.583625,-1.460162 52.583617,-1.459035 52.583111,-1.458512 52.582865,-1.458380 52.582794,-1.458272 52.582724,-1.458209 52.582672,-1.458073 52.582520,-1.457493 52.581942,-1.456768 52.581156,-1.456755 52.581138,-1.456753 52.581119,-1.456911 52.581036,-1.457301 52.580767,-1.457459 52.580652,-1.457769 52.580402,-1.457268 52.580238,-1.457535 52.579875,-1.457869 52.579389,-1.457913 52.579335,-1.458230 52.578768,-1.458349 52.578539,-1.458376 52.578525,-1.458408 52.578481,-1.458790 52.578595,-1.459285 52.578727,-1.459291 52.578667,-1.459327 52.578544,-1.459765 52.576614,-1.459362 52.576646,-1.458586 52.576651,-1.458134 52.575487,-1.457495 52.575714,-1.457440 52.575577,-1.456829 52.574629,-1.456635 52.574368,-1.456093 52.573577,-1.454913 52.571978,-1.454826 52.572013,-1.454403 52.572234,-1.453924 52.572452,-1.453786 52.572500,-1.453714 52.572500,-1.453645 52.572484,-1.452920 52.572792,-1.452755 52.572877,-1.452539 52.572943,-1.452253 52.572996,-1.451595 52.572175,-1.451206 52.571758,-1.450757 52.571217,-1.450722 52.571157,-1.450633 52.571190,-1.450032 52.570615,-1.449913 52.570491,-1.448953 52.570863,-1.448086 52.571211,-1.447768 52.571065,-1.447177 52.571666,-1.445935 52.571178,-1.445574 52.571048,-1.445419 52.570969,-1.445170 52.570865,-1.444467 52.570519,-1.444153 52.570313,-1.443938 52.570209,-1.443813 52.570132,-1.443359 52.569923,-1.442778 52.569635,-1.442543 52.569537,-1.442260 52.569742,-1.442026 52.569898,-1.441724 52.570152,-1.441641 52.570238,-1.441613 52.570322,-1.441605 52.570403,-1.441547 52.570383,-1.441494 52.570432,-1.441446 52.570457,-1.441442 52.570475,-1.441427 52.570476,-1.441358 52.570445,-1.441288 52.570401,-1.441144 52.570269,-1.440985 52.570160,-1.439797 52.569517,-1.437766 52.568399,-1.437220 52.568253,-1.436754 52.568109,-1.436734 52.568125,-1.435171 52.567344,-1.434755 52.567160,-1.434528 52.567072,-1.434264 52.566947,-1.432638 52.568599,-1.431987 52.568347,-1.431684 52.568237,-1.431650 52.568236,-1.430569 52.569155,-1.430574 52.569203,-1.430659 52.569552,-1.430859 52.570876,-1.430975 52.571696,-1.430986 52.571849,-1.430749 52.571842,-1.430441 52.571770,-1.430388 52.571764,-1.430388 52.571758,-1.429995 52.571670,-1.429583 52.571558,-1.428616 52.571267,-1.428338 52.571200,-1.428069 52.571146,-1.427798 52.571106,-1.427801 52.571097,-1.427732 52.571087,-1.427292 52.571164,-1.425830 52.571286,-1.425766 52.571278,-1.425447 52.571302,-1.424868 52.571323,-1.424446 52.571326,-1.424452 52.571311,-1.424418 52.571304,-1.424013 52.571312,-1.423629 52.571332,-1.423568 52.571347,-1.423523 52.571373,-1.423319 52.571362,-1.423269 52.571344,-1.422925 52.571344,-1.422880 52.571328,-1.422756 52.571334,-1.422336 52.571319,-1.422329 52.571373,-1.421299 52.571303,-1.421419 52.571742,-1.421445 52.571793,-1.421463 52.571793,-1.421522 52.571926,-1.421317 52.571965,-1.421330 52.571993,-1.421266 52.571868,-1.421174 52.571866,-1.421069 52.571827,-1.420840 52.571719,-1.420681 52.571593,-1.420155 52.571565,-1.420058 52.571630,-1.420027 52.571725,-1.419979 52.571759,-1.419449 52.571700,-1.418858 52.571761,-1.418819 52.571459,-1.418355 52.571452,-1.418367 52.571544,-1.418277 52.571546,-1.418301 52.571960,-1.418044 52.571976,-1.418030 52.571951,-1.417861 52.571953,-1.417919 52.572073,-1.418000 52.572214,-1.417863 52.572248,-1.417122 52.572263,-1.417117 52.572368,-1.416619 52.572363,-1.415532 52.572383,-1.415521 52.572710,-1.415173 52.572711,-1.414919 52.572741,-1.414630 52.572757,-1.414695 52.573030,-1.414563 52.573040,-1.414583 52.573115,-1.414572 52.573148,-1.414624 52.573237,-1.414685 52.573483,-1.414767 52.573767,-1.414896 52.574644,-1.414890 52.574813,-1.414796 52.574884,-1.414787 52.574912,-1.414840 52.575025,-1.414876 52.575192,-1.414982 52.575517,-1.415010 52.575693,-1.414888 52.575698,-1.414781 52.575664,-1.414497 52.575670,-1.414455 52.575652,-1.412547 52.575478,-1.412269 52.575490,-1.411939 52.575521,-1.411667 52.575575,-1.411402 52.575678,-1.411276 52.575766,-1.411173 52.575877,-1.411123 52.575960,-1.411081 52.576062,-1.411061 52.576194,-1.411063 52.576306,-1.411085 52.576450,-1.411187 52.576919,-1.411256 52.577624,-1.411303 52.577996,-1.411305 52.578064,-1.411268 52.578160,-1.411228 52.578966,-1.409856 52.578978,-1.409784 52.578996,-1.409584 52.579066,-1.409536 52.579069,-1.409411 52.579099,-1.408627 52.579344,-1.408186 52.579464,-1.408045 52.579495,-1.408007 52.579560,-1.407993 52.579622,-1.408016 52.579685,-1.407974 52.579713,-1.407687 52.579857,-1.407421 52.580009,-1.407398 52.580011,-1.406935 52.580278,-1.406516 52.580534,-1.405900 52.581014,-1.405385 52.581433,-1.405443 52.581462,-1.404833 52.582375,-1.404573 52.582756,-1.404460 52.582908,-1.404267 52.583202,-1.404283 52.583224,-1.404284 52.583241,-1.404250 52.583310,-1.404205 52.583368,-1.404120 52.583434,-1.404065 52.583490,-1.403476 52.584390,-1.402178 52.586286,-1.401886 52.586432,-1.401934 52.586459,-1.401957 52.586487,-1.401972 52.586485,-1.402008 52.586536,-1.401995 52.586540,-1.402013 52.586589,-1.402066 52.586635,-1.402081 52.586788,-1.402101 52.586859,-1.402134 52.586851,-1.402235 52.586884,-1.402263 52.586885,-1.402391 52.586862,-1.402495 52.586807,-1.402564 52.586792,-1.402788 52.586790,-1.402895 52.586804,-1.403076 52.586780,-1.403314 52.586777,-1.403913 52.586822,-1.404097 52.586844,-1.404599 52.586940,-1.404947 52.586978,-1.405277 52.587039,-1.406314 52.587330,-1.406454 52.587367,-1.406593 52.587393,-1.406883 52.587490,-1.407006 52.587505,-1.407122 52.587543,-1.407239 52.587560,-1.407418 52.587600,-1.407530 52.587586,-1.407647 52.587597,-1.407751 52.587638,-1.407911 52.587681,-1.408129 52.587774,-1.408248 52.587812,-1.408665 52.587827,-1.407749 52.588493,-1.407266 52.588797,-1.407222 52.588818,-1.407052 52.588740,-1.406949 52.588795,-1.406148 52.589153,-1.404777 52.589753,-1.404126 52.589983,-1.403116 52.590308,-1.402684 52.590456,-1.401986 52.590710,-1.400856 52.591167,-1.400385 52.591338,-1.399785 52.591291,-1.399128 52.591203,-1.398979 52.593719,-1.398988 52.593832,-1.398908 52.594020,-1.398388 52.594951,-1.398119 52.595509,-1.398089 52.595536,-1.397329 52.595393,-1.397184 52.595372,-1.396406 52.595320,-1.395507 52.595170,-1.393336 52.594652,-1.392050 52.594330,-1.391160 52.594149,-1.391169 52.594112,-1.390998 52.594092,-1.390995 52.594098,-1.390689 52.594129,-1.390683 52.594136,-1.390342 52.594138,-1.389521 52.594224,-1.389418 52.594216,-1.387306 52.593665,-1.386305 52.593386,-1.385303 52.594690,-1.384966 52.595102,-1.384563 52.595624,-1.383296 52.595346,-1.381392 52.594859,-1.380288 52.594558,-1.380277 52.594614,-1.379132 52.594329,-1.378996 52.594546,-1.378827 52.594711,-1.378513 52.595193,-1.378072 52.595905,-1.378053 52.595955,-1.378062 52.596078,-1.378007 52.596181,-1.378023 52.596296,-1.378012 52.596296,-1.378010 52.596324,-1.377965 52.596351,-1.377899 52.596363,-1.377870 52.596387,-1.377834 52.596403,-1.377641 52.596617,-1.377566 52.596661,-1.377522 52.596743,-1.377337 52.596864,-1.377244 52.597011,-1.377271 52.597018,-1.377280 52.597028,-1.378206 52.597463,-1.378902 52.597811,-1.379488 52.598045,-1.379256 52.598529,-1.379133 52.598720,-1.378904 52.599020,-1.378906 52.599028,-1.379332 52.599137,-1.379379 52.599134,-1.379751 52.599226,-1.379802 52.599251,-1.379818 52.599270,-1.379822 52.599295,-1.379900 52.599274,-1.381152 52.599678,-1.381782 52.599820,-1.381882 52.599689,-1.382205 52.599638,-1.382942 52.599780,-1.383173 52.599582,-1.383185 52.599541,-1.384237 52.598702,-1.383578 52.598196,-1.384202 52.597892,-1.384847 52.598382,-1.385210 52.598694,-1.385267 52.598731,-1.385575 52.598892,-1.385743 52.598825,-1.385906 52.598805,-1.385975 52.598784,-1.386020 52.598748,-1.386038 52.598607,-1.386078 52.598572,-1.386107 52.598560,-1.386289 52.598652,-1.386399 52.598676,-1.386659 52.598760,-1.386702 52.598722,-1.386847 52.598776,-1.387013 52.598853,-1.386888 52.599010,-1.387208 52.599106,-1.387807 52.599308,-1.388121 52.599393,-1.387873 52.599746,-1.387951 52.599769,-1.387957 52.599803,-1.388513 52.599996,-1.388638 52.600002,-1.389014 52.600095,-1.388647 52.600457,-1.388703 52.600474,-1.388602 52.600570,-1.388342 52.600474,-1.388156 52.600709,-1.388025 52.600816,-1.388663 52.601219,-1.388770 52.601254,-1.389077 52.601303,-1.389198 52.601316,-1.389351 52.601321,-1.390302 52.601341,-1.390533 52.601345,-1.390686 52.601331,-1.390904 52.601307,-1.392054 52.601118,-1.395228 52.600655,-1.395236 52.600647,-1.395435 52.600647,-1.403570 52.601316,-1.407356 52.601621,-1.407397 52.601610,-1.409651 52.601792,-1.409653 52.601787,-1.410123 52.601832,-1.412455 52.602024,-1.412753 52.602039,-1.414347 52.602039,-1.414870 52.602033,-1.415479 52.601994,-1.415522 52.602010,-1.415602 52.602021,-1.416677 52.601954,-1.416944 52.601926,-1.417368 52.601900,-1.417897 52.601849,-1.417900 52.601840,-1.418222 52.601843,-1.418808 52.601592,-1.419842 52.601185,-1.420507 52.600855,-1.420581 52.600882,-1.420599 52.600846,-1.420618 52.600832,-1.421553 52.600404,-1.421939 52.600198,-1.422557 52.599795,-1.422625 52.599735,-1.422660 52.599714,-1.422746 52.599688,-1.423025 52.599528,-1.423058 52.599547,-1.423113 52.599517,-1.423075 52.599493,-1.423155 52.599468,-1.423525 52.599313,-1.424060 52.599152,-1.424114 52.599126,-1.424234 52.599114,-1.424555 52.599027,-1.425054 52.598855,-1.425222 52.598813,-1.425750 52.598711,-1.425759 52.598707,-1.425730 52.598671,-1.425726 52.598655,-1.425737 52.598635,-1.425767 52.598612,-1.426182 52.598379,-1.426462 52.598248,-1.426525 52.598226,-1.426630 52.598208,-1.426747 52.598208,-1.426796 52.598216,-1.426846 52.598240,-1.426863 52.598234,-1.426891 52.598254,-1.427016 52.598222,-1.427498 52.598046,-1.427760 52.597972,-1.427828 52.597935,-1.427893 52.597921,-1.427970 52.597918,-1.427968 52.597894,-1.428030 52.597871,-1.427995 52.597781,-1.427995 52.597725,-1.428003 52.597698,-1.428040 52.597660,-1.428070 52.597647,-1.429026 52.597399,-1.429335 52.597311,-1.430767 52.597098,-1.430746 52.597056,-1.430744 52.596994,-1.430844 52.596790,-1.431131 52.596340,-1.431206 52.596323,-1.431457 52.595962,-1.431904 52.595514,-1.432040 52.595236,-1.432043 52.595215,-1.432278 52.595259,-1.433175 52.595673,-1.433490 52.595805,-1.434275 52.596181,-1.434389 52.596247,-1.434450 52.596209,-1.434926 52.596307,-1.435552 52.595937,-1.435731 52.595824,-1.436083 52.595583,-1.436035 52.595543,-1.436041 52.595524,-1.436124 52.595494,-1.436225 52.595493,-1.436197 52.595470,-1.436291 52.595398,-1.436241 52.595345,-1.436331 52.595287,-1.437008 52.594721,-1.436303 52.594373,-1.436596 52.593912,-1.436744 52.593706,-1.436978 52.593205,-1.438174 52.593125,-1.438894 52.593067,-1.438893 52.592935,-1.438921 52.592537,-1.439010 52.592072,-1.439179 52.591665,-1.439415 52.591159,-1.440222 52.591302,-1.441126 52.591447,-1.441940 52.591534,-1.443820 52.591711,-1.443910 52.591702,-1.444721 52.591559,-1.445724 52.591369,-1.445849 52.591760,-1.446195 52.591740,-1.447677 52.591618,-1.447787 52.591922,-1.448553 52.591896,-1.449073 52.591846,-1.449091 52.591843,-1.449135 52.591810,-1.449380 52.591761,-1.449400 52.591637,-1.449485 52.591660,-1.449555 52.591690,-1.454141 52.590157,-1.454129 52.590149,-1.454219 52.590108,-1.449164 52.586699,-1.451629 52.585551,-1.457264 52.584432,-1.457357 52.584393,-1.458178 52.584219,-1.458623 52.584112,-1.458624 52.584094,-1.458646 52.584081,-1.458686 52.584097,-1.458739 52.584087,-1.458982 52.584034,-1.459337 52.583938,-1.459822 52.583795,-1.460148 52.583625)))",Battle of Bosworth (Field) 1485,600001,POINT (-1.424893 52.585907),battlefield,1000004,1995-06-06,geography,https://historicengland.org.uk/content/docs/listing/battlefields/bosworth/,https://historicengland.org.uk/listing/the-list/list-entry/1000004,,,Q222013,Battle_of_Bosworth_Field
